filename,width,height,channels,file_size_mb
Oil (399).png,1920,1080,3,0.01929759979248047
Oil (40).png,1920,1080,3,0.018418312072753906
Oil (400).png,1920,1080,3,0.01968097686767578
Oil (401).png,1920,1080,3,0.020267486572265625
Oil (402).png,1920,1080,3,0.019092559814453125
Oil (405).png,1920,1080,3,0.019166946411132812
Oil (407).png,1920,1080,3,0.0106048583984375
Oil (408).png,1920,1080,3,0.012239456176757812
Oil (409).png,1920,1080,3,0.018494606018066406
Oil (41).png,1920,1080,3,0.01842498779296875
Oil (410).png,1920,1080,3,0.011570930480957031
Oil (412).png,1920,1080,3,0.012358665466308594
Oil (413).png,1920,1080,3,0.014071464538574219
Oil (414).png,1920,1080,3,0.011977195739746094
Oil (416).png,1920,1080,3,0.011563301086425781
Oil (417).png,1920,1080,3,0.011816978454589844
Oil (419).png,1920,1080,3,0.012006759643554688
Oil (421).png,1920,1080,3,0.011976242065429688
Oil (424).png,1920,1080,3,0.01201629638671875
Oil (428).png,1920,1080,3,0.011843681335449219
Oil (43).png,1920,1080,3,0.01861572265625
Oil (431).png,1920,1080,3,0.011843681335449219
Oil (432).png,1920,1080,3,0.011997222900390625
Oil (433).png,1920,1080,3,0.011834144592285156
Oil (434).png,1920,1080,3,0.011962890625
Oil (436).png,1920,1080,3,0.011816024780273438
Oil (437).png,1920,1080,3,0.011570930480957031
Oil (439).png,1920,1080,3,0.011843681335449219
Oil (440).png,1920,1080,3,0.011828422546386719
Oil (441).png,1920,1080,3,0.011836051940917969
Oil (442).png,1920,1080,3,0.011821746826171875
Oil (443).png,1920,1080,3,0.011974334716796875
Oil (445).png,1920,1080,3,0.011859893798828125
Oil (447).png,1920,1080,3,0.01203155517578125
Oil (448).png,1920,1080,3,0.014032363891601562
Oil (449).png,1920,1080,3,0.013644218444824219
Oil (45).png,1920,1080,3,0.017986297607421875
Oil (450).png,1920,1080,3,0.01416015625
Oil (451).png,1920,1080,3,0.014292716979980469
Oil (454).png,1920,1080,3,0.013011932373046875
Oil (455).png,1920,1080,3,0.013081550598144531
Oil (456).png,1920,1080,3,0.012990951538085938
Oil (457).png,1920,1080,3,0.012980461120605469
Oil (458).png,1920,1080,3,0.012956619262695312
Oil (459).png,1920,1080,3,0.030348777770996094
Oil (46).png,1920,1080,3,0.021364212036132812
Oil (460).png,1920,1080,3,0.029293060302734375
Oil (463).png,1920,1080,3,0.028936386108398438
Oil (465).png,1920,1080,3,0.022767066955566406
Oil (467).png,1920,1080,3,0.02715778350830078
Oil (468).png,1920,1080,3,0.027054786682128906
Oil (469).png,1920,1080,3,0.022912025451660156
Oil (47).png,1920,1080,3,0.022017478942871094
Oil (470).png,1920,1080,3,0.027347564697265625
Oil (472).png,1920,1080,3,0.012482643127441406
Oil (473).png,1920,1080,3,0.01245880126953125
Oil (474).png,1920,1080,3,0.0137481689453125
Oil (475).png,1920,1080,3,0.012579917907714844
Oil (478).png,1920,1080,3,0.013898849487304688
Oil (480).png,1920,1080,3,0.012597084045410156
Oil (481).png,1920,1080,3,0.027513504028320312
Oil (482).png,1920,1080,3,0.027759552001953125
Oil (483).png,1920,1080,3,0.026892662048339844
Oil (484).png,1920,1080,3,0.02677631378173828
Oil (485).png,1920,1080,3,0.027062416076660156
Oil (486).png,1920,1080,3,0.02729511260986328
Oil (487).png,1920,1080,3,0.027930259704589844
Oil (488).png,1920,1080,3,0.027606964111328125
Oil (490).png,1920,1080,3,0.027718544006347656
Oil (496).png,1920,1080,3,0.029313087463378906
Oil (497).png,1920,1080,3,0.02980327606201172
Oil (498).png,1920,1080,3,0.029470443725585938
Oil (5).png,1920,1080,3,0.026994705200195312
Oil (501).png,1920,1080,3,0.030640602111816406
Oil (503).png,1920,1080,3,0.031414031982421875
Oil (504).png,1920,1080,3,0.031183242797851562
Oil (505).png,1920,1080,3,0.030488014221191406
Oil (507).png,1920,1080,3,0.03355693817138672
Oil (508).png,1920,1080,3,0.03342723846435547
Oil (510).png,1920,1080,3,0.03482341766357422
Oil (511).png,1920,1080,3,0.03388690948486328
Oil (512).png,1920,1080,3,0.032851219177246094
Oil (513).png,1920,1080,3,0.03153514862060547
Oil (514).png,1920,1080,3,0.033965110778808594
Oil (516).png,1920,1080,3,0.032683372497558594
Oil (517).png,1920,1080,3,0.034012794494628906
Oil (518).png,1920,1080,3,0.03217601776123047
Oil (519).png,1920,1080,3,0.030638694763183594
Oil (52).png,1920,1080,3,0.02206897735595703
Oil (522).png,1920,1080,3,0.030092239379882812
Oil (523).png,1920,1080,3,0.030910491943359375
Oil (525).png,1920,1080,3,0.029184341430664062
Oil (526).png,1920,1080,3,0.03017711639404297
Oil (527).png,1920,1080,3,0.029758453369140625
Oil (528).png,1920,1080,3,0.029787063598632812
Oil (529).png,1920,1080,3,0.029524803161621094
Oil (53).png,1920,1080,3,0.022042274475097656
Oil (530).png,1920,1080,3,0.028542518615722656
Oil (531).png,1920,1080,3,0.028949737548828125
Oil (532).png,1920,1080,3,0.030412673950195312
Oil (533).png,1920,1080,3,0.029172897338867188
Oil (534).png,1920,1080,3,0.02968883514404297
Oil (535).png,1920,1080,3,0.02940654754638672
Oil (537).png,1920,1080,3,0.03696250915527344
Oil (538).png,1920,1080,3,0.034300804138183594
Oil (54).png,1920,1080,3,0.02176380157470703
Oil (540).png,1920,1080,3,0.03540229797363281
Oil (542).png,1920,1080,3,0.03780364990234375
Oil (545).png,1920,1080,3,0.03456592559814453
Oil (547).png,1920,1080,3,0.03516387939453125
Oil (548).png,1920,1080,3,0.035236358642578125
Oil (549).png,1920,1080,3,0.03519725799560547
Oil (55).png,1920,1080,3,0.01723194122314453
Oil (550).png,1920,1080,3,0.035353660583496094
Oil (551).png,1920,1080,3,0.034793853759765625
Oil (552).png,1920,1080,3,0.035668373107910156
Oil (553).png,1920,1080,3,0.038051605224609375
Oil (554).png,1920,1080,3,0.035099029541015625
Oil (556).png,1920,1080,3,0.03655815124511719
Oil (557).png,1920,1080,3,0.041693687438964844
Oil (558).png,1920,1080,3,0.03468894958496094
Oil (559).png,1920,1080,3,0.034989356994628906
Oil (56).png,1920,1080,3,0.01906299591064453
Oil (561).png,1920,1080,3,0.03357982635498047
Oil (563).png,1920,1080,3,0.035140037536621094
Oil (564).png,1920,1080,3,0.03585529327392578
Oil (566).png,1920,1080,3,0.03365325927734375
Oil (568).png,1920,1080,3,0.03235816955566406
Oil (57).png,1920,1080,3,0.0192108154296875
Oil (571).png,1920,1080,3,0.027588844299316406
Oil (574).png,1920,1080,3,0.03365325927734375
Oil (575).png,1920,1080,3,0.03423118591308594
Oil (577).png,1920,1080,3,0.03441619873046875
Oil (58).png,1920,1080,3,0.012146949768066406
Oil (580).png,1920,1080,3,0.032219886779785156
Oil (583).png,1920,1080,3,0.03245353698730469
Oil (585).png,1920,1080,3,0.032057762145996094
Oil (587).png,1920,1080,3,0.033005714416503906
Oil (589).png,1920,1080,3,0.03033161163330078
Oil (590).png,1920,1080,3,0.029710769653320312
Oil (592).png,1920,1080,3,0.029664039611816406
Oil (594).png,1920,1080,3,0.029404640197753906
Oil (597).png,1920,1080,3,0.030058860778808594
Oil (598).png,1920,1080,3,0.029315948486328125
Oil (6).png,1920,1080,3,0.029770851135253906
Oil (600).png,1920,1080,3,0.028059959411621094
Oil (601).png,1920,1080,3,0.026688575744628906
Oil (602).png,1920,1080,3,0.02801513671875
Oil (603).png,1920,1080,3,0.027968406677246094
Oil (606).png,1920,1080,3,0.025503158569335938
Oil (607).png,1920,1080,3,0.026389122009277344
Oil (608).png,1920,1080,3,0.024816513061523438
Oil (609).png,1920,1080,3,0.023024559020996094
Oil (612).png,1920,1080,3,0.022363662719726562
Oil (613).png,1920,1080,3,0.02310657501220703
Oil (614).png,1920,1080,3,0.021306991577148438
Oil (615).png,1920,1080,3,0.021063804626464844
Oil (617).png,1920,1080,3,0.022167205810546875
Oil (618).png,1920,1080,3,0.022298812866210938
Oil (619).png,1920,1080,3,0.024364471435546875
Oil (62).png,1920,1080,3,0.013144493103027344
Oil (620).png,1920,1080,3,0.022832870483398438
Oil (621).png,1920,1080,3,0.022525787353515625
Oil (622).png,1920,1080,3,0.021924972534179688
Oil (626).png,1920,1080,3,0.02190876007080078
Oil (627).png,1920,1080,3,0.021900177001953125
Oil (629).png,1920,1080,3,0.022325515747070312
Oil (63).png,1920,1080,3,0.0128936767578125
Oil (630).png,1920,1080,3,0.020235061645507812
Oil (631).png,1920,1080,3,0.021257400512695312
Oil (633).png,1920,1080,3,0.0196380615234375
Oil (634).png,1920,1080,3,0.020200729370117188
Oil (638).png,1920,1080,3,0.020009994506835938
Oil (639).png,1920,1080,3,0.020275115966796875
Oil (642).png,1920,1080,3,0.019062042236328125
Oil (644).png,1920,1080,3,0.01921558380126953
Oil (645).png,1920,1080,3,0.018945693969726562
Oil (646).png,1920,1080,3,0.019063949584960938
Oil (647).png,1920,1080,3,0.01873779296875
Oil (648).png,1920,1080,3,0.016824722290039062
Oil (649).png,1920,1080,3,0.016699790954589844
Oil (650).png,1920,1080,3,0.01691150665283203
Oil (651).png,1920,1080,3,0.017708778381347656
Oil (652).png,1920,1080,3,0.019453048706054688
Oil (653).png,1920,1080,3,0.016701698303222656
Oil (654).png,1920,1080,3,0.017721176147460938
Oil (655).png,1920,1080,3,0.01687908172607422
Oil (656).png,1920,1080,3,0.016427993774414062
Oil (657).png,1920,1080,3,0.017658233642578125
