filename,width,height,channels,file_size_mb
Oil (472).jpg,1920,1080,3,0.5034408569335938
Oil (473).jpg,1920,1080,3,0.5062637329101562
Oil (474).jpg,1920,1080,3,0.5081672668457031
Oil (475).jpg,1920,1080,3,0.5126132965087891
Oil (478).jpg,1920,1080,3,0.514033317565918
Oil (480).jpg,1920,1080,3,0.5142545700073242
Oil (481).jpg,1920,1080,3,0.6309194564819336
Oil (482).jpg,1920,1080,3,0.6376209259033203
Oil (483).jpg,1920,1080,3,0.6359930038452148
Oil (484).jpg,1920,1080,3,0.6270418167114258
Oil (485).jpg,1920,1080,3,0.6205692291259766
Oil (486).jpg,1920,1080,3,0.613886833190918
Oil (487).jpg,1920,1080,3,0.6133241653442383
Oil (488).jpg,1920,1080,3,0.6086015701293945
Oil (490).jpg,1920,1080,3,0.6247711181640625
Oil (496).jpg,1920,1080,3,0.7056722640991211
Oil (497).jpg,1920,1080,3,0.6290435791015625
Oil (498).jpg,1920,1080,3,0.6278896331787109
Oil (5).jpg,1920,1080,3,0.7897119522094727
Oil (501).jpg,1920,1080,3,0.6380472183227539
Oil (503).jpg,1920,1080,3,0.6329383850097656
Oil (504).jpg,1920,1080,3,0.6508674621582031
Oil (505).jpg,1920,1080,3,0.6521110534667969
Oil (507).jpg,1920,1080,3,0.8096027374267578
Oil (508).jpg,1920,1080,3,0.8433628082275391
Oil (510).jpg,1920,1080,3,0.8561725616455078
Oil (511).jpg,1920,1080,3,0.8600053787231445
Oil (512).jpg,1920,1080,3,0.8754281997680664
Oil (513).jpg,1920,1080,3,0.8819026947021484
Oil (514).jpg,1920,1080,3,0.8807802200317383
Oil (516).jpg,1920,1080,3,0.8981227874755859
Oil (517).jpg,1920,1080,3,0.9149990081787109
Oil (518).jpg,1920,1080,3,0.9136638641357422
Oil (519).jpg,1920,1080,3,0.9100446701049805
Oil (52).jpg,1920,1080,3,0.9090280532836914
Oil (522).jpg,1920,1080,3,0.9282388687133789
Oil (523).jpg,1920,1080,3,0.9224853515625
Oil (525).jpg,1920,1080,3,0.9286632537841797
Oil (526).jpg,1920,1080,3,0.9323272705078125
Oil (527).jpg,1920,1080,3,0.9266319274902344
Oil (528).jpg,1920,1080,3,0.9364213943481445
Oil (529).jpg,1920,1080,3,0.926274299621582
Oil (53).jpg,1920,1080,3,0.9052896499633789
Oil (530).jpg,1920,1080,3,0.9236383438110352
Oil (531).jpg,1920,1080,3,0.9106025695800781
Oil (532).jpg,1920,1080,3,0.9077558517456055
Oil (533).jpg,1920,1080,3,0.9081525802612305
Oil (534).jpg,1920,1080,3,0.9101047515869141
Oil (535).jpg,1920,1080,3,0.9198493957519531
Oil (537).jpg,1920,1080,3,0.9459304809570312
Oil (538).jpg,1920,1080,3,0.9466075897216797
Oil (54).jpg,1920,1080,3,0.9170684814453125
Oil (540).jpg,1920,1080,3,0.9633941650390625
Oil (542).jpg,1920,1080,3,0.9878149032592773
Oil (545).jpg,1920,1080,3,0.9543590545654297
Oil (547).jpg,1920,1080,3,0.9135580062866211
Oil (548).jpg,1920,1080,3,0.8976430892944336
Oil (549).jpg,1920,1080,3,0.8893022537231445
Oil (55).jpg,1920,1080,3,0.7381181716918945
Oil (550).jpg,1920,1080,3,0.9175100326538086
Oil (551).jpg,1920,1080,3,0.9005441665649414
Oil (552).jpg,1920,1080,3,0.8834676742553711
Oil (553).jpg,1920,1080,3,0.8740577697753906
Oil (554).jpg,1920,1080,3,0.8795871734619141
Oil (556).jpg,1920,1080,3,0.857234001159668
Oil (557).jpg,1920,1080,3,0.8607120513916016
Oil (558).jpg,1920,1080,3,0.8542375564575195
Oil (559).jpg,1920,1080,3,0.8513698577880859
Oil (56).jpg,1920,1080,3,0.857330322265625
Oil (561).jpg,1920,1080,3,0.8545265197753906
Oil (563).jpg,1920,1080,3,0.7879238128662109
Oil (564).jpg,1920,1080,3,0.7847633361816406
Oil (566).jpg,1920,1080,3,0.7690916061401367
Oil (568).jpg,1920,1080,3,0.7662601470947266
Oil (57).jpg,1920,1080,3,0.7598800659179688
Oil (571).jpg,1920,1080,3,0.759251594543457
Oil (574).jpg,1920,1080,3,0.761296272277832
Oil (575).jpg,1920,1080,3,0.7579221725463867
Oil (577).jpg,1920,1080,3,0.7572507858276367
Oil (58).jpg,1920,1080,3,0.5776691436767578
Oil (580).jpg,1920,1080,3,0.7714443206787109
Oil (583).jpg,1920,1080,3,0.7665519714355469
Oil (585).jpg,1920,1080,3,0.7610912322998047
Oil (587).jpg,1920,1080,3,0.7419195175170898
Oil (589).jpg,1920,1080,3,0.7286958694458008
Oil (590).jpg,1920,1080,3,0.7263050079345703
Oil (592).jpg,1920,1080,3,0.7155704498291016
Oil (594).jpg,1920,1080,3,0.7206535339355469
Oil (597).jpg,1920,1080,3,0.711726188659668
Oil (598).jpg,1920,1080,3,0.7058467864990234
Oil (6).jpg,1920,1080,3,0.6959629058837891
Oil (600).jpg,1920,1080,3,0.7092370986938477
Oil (601).jpg,1920,1080,3,0.6934633255004883
Oil (602).jpg,1920,1080,3,0.6913852691650391
Oil (603).jpg,1920,1080,3,0.67840576171875
Oil (606).jpg,1920,1080,3,0.6594343185424805
Oil (607).jpg,1920,1080,3,0.6521720886230469
